year,event,date,one_week_after_price_change_%,one_week_after_volume_change_%,one_week_after_rsi,one_month_after_price_change_%,one_month_after_volume_change_%,one_month_after_rsi,three_months_after_price_change_%,three_months_after_volume_change_%,three_months_after_rsi,six_months_after_price_change_%,six_months_after_volume_change_%,six_months_after_rsi,end_of_year_price_change_%,end_of_year_volume_change_%,end_of_year_rsi
2018,"Steel and Aluminum Tariffs (25% on Steel, 10% on Aluminum)",2018-03-01,2.3978289926688063,-62.17176701045645,51.95103886485013,-3.433917939163182,4.911433612242848,26.4111872379589,2.2451294098586443,-60.758980821222366,58.189533239038184,9.229616428368924,-73.68126681320834,63.510707332900836,-4.86775487059013,-19.931895087909314,36.64818820984316
2018,China Tariffs Phase 1 ($34 Billion on Goods),2018-07-06,1.5095326577455621,-27.45934206132838,60.567763840422494,3.3520447199537764,-40.74492755299699,62.99913049294365,5.562278469153524,66.99985766353976,49.49648811034938,-8.22181971487907,88.91773220346661,36.90128832428065,-8.314726043439567,114.77775832622439,36.64818820984316
2018,China Tariffs Phase 2 ($200 Billion Additional Goods),2018-09-17,1.0385971692188842,-22.08916192132861,60.017196904557366,-2.6349526035531574,61.37465859623473,34.099718403180404,-11.34207563365575,141.41033588911134,35.09472633155529,-0.9694812216429457,-10.189823710866683,61.95834330859478,-12.723651402942254,109.26906701545414,36.64818820984316
2019,China Tariff Increase (25% on $200 Billion Goods),2019-05-10,-0.783944579677746,-10.741212955780478,36.90904064141564,0.30298796137637257,-45.92240906784093,57.94426831303186,2.4029445723236558,-22.360135895201388,45.02729016079072,7.60595386052256,-59.04058911243586,76.3983050847456,13.327057854521643,-49.929664563019635,86.28536285362858
2025,Trump 2025 Proposed Tariffs (Potential 10-20% on Imports),2025-03-03,,,,,,,,,,,,,,,
